text_de_ori,text,fr,it,drawing_number,canonical_id,canonical_reference,source_tex,candidate_origin,category,fr_svg_status,it_svg_status,decision,reviewer,comment
PTT,PTT,,,630,dr_2079b8f11324,canonical/drawings/dr_2079b8f11324,630.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
Remote,Remote,,,668,dr_4c48a1d86f3a,canonical/drawings/dr_4c48a1d86f3a,668.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
res,res,,,841,dr_55a3c0a171ee,canonical/drawings/dr_55a3c0a171ee,841.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,,,
RF,RF,,,773,dr_cb44e84a9370,canonical/drawings/dr_cb44e84a9370,773.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,,,
Router,Router,,,706,dr_9aaf79ee6f4d,canonical/drawings/dr_9aaf79ee6f4d,706.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
Server- [-0.3em]netz,Servernetz,réseau de[[BR]]serveurs,rete dei[[BR]] server,706,dr_9aaf79ee6f4d,canonical/drawings/dr_9aaf79ee6f4d,706.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,to_be_translated,,
SiO,SiO,,,1073,dr_97fccd540532,canonical/drawings/dr_97fccd540532,1073.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,,,
SiO,SiO,,,1074,dr_5add1f7b11cd,canonical/drawings/dr_5add1f7b11cd,1074.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,,,
SM,SM,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
Sommer Nacht,Sommer Nacht,nuit d’été,notte estiva,996,dr_c0254ca7e657,canonical/drawings/dr_c0254ca7e657,996.de.tex,newly_detected,pgfplots_legend,fallback_de,fallback_de,to_be_translated,,
Sommer Tag,Sommer Tag,jour d’été,giorno estivo,996,dr_c0254ca7e657,canonical/drawings/dr_c0254ca7e657,996.de.tex,newly_detected,pgfplots_legend,fallback_de,fallback_de,to_be_translated,,
Sonnenflecken,Sonnenflecken,taches solaires,macchie solari,988,dr_a2f0b10b33da,canonical/drawings/dr_a2f0b10b33da,988.de.tex,newly_detected,pgfplots_legend,fallback_de,fallback_de,to_be_translated,,
Sonnenflecken im Mittel pro Monat,Sonnenflecken im Mittel pro Monat,nombre moyen de taches solaires par mois,numero medio di macchie solari al mese,729,dr_5378a9407d08,canonical/drawings/dr_5378a9407d08,729.de.tex,previously_marked_to_translate,pgfplots_ylabel,fallback_de,fallback_de,to_be_translated,,
SP,SP,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
Sperrbereich,Sperrbereich,bande d’arrêt,banda di arresto,400,dr_a3b52efc8b99,canonical/drawings/dr_a3b52efc8b99,400.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,to_be_translated,,
Sperrbereich,Sperrbereich,bande d’arrêt,banda di arresto,401,dr_e4ef2fda766a,canonical/drawings/dr_e4ef2fda766a,401.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,to_be_translated,,
Sperrbereich,Sperrbereich,bande d’arrêt,banda di arresto,402,dr_04f4064cd923,canonical/drawings/dr_04f4064cd923,402.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,to_be_translated,,
Sperrbereich,Sperrbereich,bande d’arrêt,banda di arresto,403,dr_090781debad1,canonical/drawings/dr_090781debad1,403.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,to_be_translated,,
Sperrbereich,Sperrbereich,bande d’arrêt,banda di arresto,655,dr_79776adf1c24,canonical/drawings/dr_79776adf1c24,655.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,to_be_translated,,
ss,ss,,,834,dr_8792447f4277,canonical/drawings/dr_8792447f4277,834.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,,,
Stunden,Stunden,heures,ore,991,dr_510813f24e20,canonical/drawings/dr_510813f24e20,991.de.tex,previously_marked_to_translate,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
SV,SV,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
TA,TA,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
th,th,,,861,dr_40c4c063c535,canonical/drawings/dr_40c4c063c535,861.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,,,
th,th,,,862,dr_578b401809dd,canonical/drawings/dr_578b401809dd,862.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,,,
UR,UR,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
USB,USB,,,630,dr_2079b8f11324,canonical/drawings/dr_2079b8f11324,630.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
Wellenwiderstand in (log),Wellenwiderstand in (log),impédance caractéristique en (log),impedenza caratteristica in (log),1078,dr_e310639ecb2e,canonical/drawings/dr_e310639ecb2e,1078.de.tex,previously_marked_to_translate,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
Wert,Wert,valeur,valore,408,dr_1162d81517f1,canonical/drawings/dr_1162d81517f1,408.de.tex,newly_detected,pgfplots_ylabel,fallback_de,fallback_de,to_be_translated,,
Wert,Wert,valeur,valore,409,dr_07cfdd1e7d98,canonical/drawings/dr_07cfdd1e7d98,409.de.tex,newly_detected,pgfplots_ylabel,fallback_de,fallback_de,to_be_translated,,
Wert,Wert,valeur,valore,410,dr_df01997a76d3,canonical/drawings/dr_df01997a76d3,410.de.tex,newly_detected,pgfplots_ylabel,fallback_de,fallback_de,to_be_translated,,
Wert,Wert,valeur,valore,411,dr_36052217a4d8,canonical/drawings/dr_36052217a4d8,411.de.tex,newly_detected,pgfplots_ylabel,fallback_de,fallback_de,to_be_translated,,
Winter Nacht,Winter Nacht,nuit d’hiver,notte invernale,996,dr_c0254ca7e657,canonical/drawings/dr_c0254ca7e657,996.de.tex,newly_detected,pgfplots_legend,fallback_de,fallback_de,to_be_translated,,
Winter Tag,Winter Tag,jour d’hiver,giorno invernale,996,dr_c0254ca7e657,canonical/drawings/dr_c0254ca7e657,996.de.tex,newly_detected,pgfplots_legend,fallback_de,fallback_de,to_be_translated,,
YL,YL,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
YO,YO,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
YU,YU,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
ZA,ZA,,,656,dr_5d21d43d8023,canonical/drawings/dr_5d21d43d8023,656.de.tex,newly_detected,node_command_text,fallback_de,fallback_de,,,
Zeit,Zeit,temps,tempo,408,dr_1162d81517f1,canonical/drawings/dr_1162d81517f1,408.de.tex,newly_detected,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
Zeit,Zeit,temps,tempo,409,dr_07cfdd1e7d98,canonical/drawings/dr_07cfdd1e7d98,409.de.tex,newly_detected,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
Zeit,Zeit,temps,tempo,410,dr_df01997a76d3,canonical/drawings/dr_df01997a76d3,410.de.tex,newly_detected,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
Zeit,Zeit,temps,tempo,411,dr_36052217a4d8,canonical/drawings/dr_36052217a4d8,411.de.tex,newly_detected,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
Zeit [Stunden],Zeit [Stunden],temps [heures],tempo [ore],999,dr_d5b7f32ec4cc,canonical/drawings/dr_d5b7f32ec4cc,999.de.tex,previously_marked_to_translate,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
Zeit [Stunden],Zeit [Stunden],temps [heures],tempo [ore],1010,dr_2f1492a8022d,canonical/drawings/dr_2f1492a8022d,1010.de.tex,previously_marked_to_translate,pgfplots_xlabel,fallback_de,fallback_de,to_be_translated,,
ZF,ZF,FI,IF,803,dr_9d99a23721b2,canonical/drawings/dr_9d99a23721b2,803.de.tex,previously_marked_to_translate,circuitikz_bare_label,fallback_de,fallback_de,to_be_translated,,
ZF,ZF,FI,IF,806,dr_bd7e83418ecf,canonical/drawings/dr_bd7e83418ecf,806.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,to_be_translated,,
ZF,ZF,FI,IF,838,dr_da829294ae58,canonical/drawings/dr_da829294ae58,838.de.tex,previously_marked_to_translate,circuitikz_bare_label,fallback_de,fallback_de,to_be_translated,,
ZF,ZF,FI,IF,839,dr_5d9a78948275,canonical/drawings/dr_5d9a78948275,839.de.tex,previously_marked_to_translate,circuitikz_bare_label,fallback_de,fallback_de,to_be_translated,,
ZF,ZF,FI,IF,841,dr_55a3c0a171ee,canonical/drawings/dr_55a3c0a171ee,841.de.tex,previously_marked_to_translate,math_text,fallback_de,fallback_de,to_be_translated,,
ZF,ZF,FI,IF,913,dr_7ffd53570773,canonical/drawings/dr_7ffd53570773,913.de.tex,previously_marked_to_translate,circuitikz_bare_label,fallback_de,fallback_de,to_be_translated,,
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,39,dr_925e0fa8ef7a,canonical/drawings/dr_925e0fa8ef7a,39.de.tex,global_protected_token_audit,math_text_subscript,fallback_de,fallback_de,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
${f}_{\mathrm{OSZ}}$,${f}_{\mathrm{OSZ}}$,$f_\mathrm{o}$,$f_\mathrm{o}$,80,dr_54bc1db8a361,canonical/drawings/dr_54bc1db8a361,80.de.tex,global_protected_token_audit,math_text_subscript,explicit,explicit,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,85,dr_f1fa2f10cf0f,canonical/drawings/dr_f1fa2f10cf0f,85.de.tex,global_protected_token_audit,math_text_subscript,explicit,explicit,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,86,dr_26b175745ed2,canonical/drawings/dr_26b175745ed2,86.de.tex,global_protected_token_audit,math_text_subscript,explicit,explicit,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,500,dr_a8f8923181a4,canonical/drawings/dr_a8f8923181a4,500.de.tex,global_protected_token_audit,math_text_subscript,fallback_de,fallback_de,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,759,dr_9ad0865fe4de,canonical/drawings/dr_9ad0865fe4de,759.de.tex,global_protected_token_audit,math_text_subscript,explicit,explicit,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,762,dr_c68ad44059db,canonical/drawings/dr_c68ad44059db,762.de.tex,global_protected_token_audit,math_text_subscript,explicit,explicit,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,831,dr_7a7511658fa8,canonical/drawings/dr_7a7511658fa8,831.de.tex,global_protected_token_audit,math_text_subscript,fallback_de,fallback_de,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,832,dr_97a0f41efa52,canonical/drawings/dr_97a0f41efa52,832.de.tex,global_protected_token_audit,math_text_subscript,fallback_de,fallback_de,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,973,dr_fb8e04550ffb,canonical/drawings/dr_fb8e04550ffb,973.de.tex,global_protected_token_audit,math_text_subscript,explicit,explicit,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
$f_\mathrm{OSZ}$,$f_\mathrm{OSZ}$,$f_\mathrm{o}$,$f_\mathrm{o}$,974,dr_5cb6a2eb284f,canonical/drawings/dr_5cb6a2eb284f,974.de.tex,global_protected_token_audit,math_text_subscript,explicit,explicit,to_be_translated,,OSZ is a German abbreviation; translate the complete formula.
